DisciplineName,EventUnitName,ID,DisciplineCode,GenderCode,EventCode,PhaseCode,EventID,EventName,PhaseID,PhaseName,DisciplineID,EventOrder,PhaseType,EventUnitType,OlympicDay,StartDate,EndDate,Venue,VenueDescription,Location,LocationDescription,Status,StatusDescription,CompetitorCode,NOC,CompetitorName,Position,Mark,MedalType,IRM
Voleibol de playa,"Femenino, preliminares - grupo B",VBVWTEAM2-------------GPB-000500--,VBV,W,,GPB-,VBVWTEAM2-------------------------,Femenino,VBVWTEAM2-------------GPB---------,"Fem., fase preliminar, partidos grupo B",VBV-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T16:00:00+02:00,2024-08-01T16:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVWTEAM2---AUS01,AUS,MARIAFE/CLANCY,,,,
Voleibol de playa,"Femenino, preliminares - grupo B",VBVWTEAM2-------------GPB-000500--,VBV,W,,GPB-,VBVWTEAM2-------------------------,Femenino,VBVWTEAM2-------------GPB---------,"Fem., fase preliminar, partidos grupo B",VBV-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T16:00:00+02:00,2024-08-01T16:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVWTEAM2---CAN02,CAN,BANSLEY/BUKOVEC,,,,
Waterpolo,"Masculino, ronda preliminar - grupo A",WPOMTEAM7-------------GPA-000800--,WPO,M,,GPA-,WPOMTEAM7-------------------------,Masculino,WPOMTEAM7-------------GPA---------,"Masculino, eliminatoria previa, grupo A",WPO-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T16:35:00+02:00,2024-08-01T18:00:00+02:00,AQC,Centro Acuático,AQC,Centro Acuático,SCHEDULED,Programado,WPOMTEAM7---ITA01,ITA,Italia,,,,
Waterpolo,"Masculino, ronda preliminar - grupo A",WPOMTEAM7-------------GPA-000800--,WPO,M,,GPA-,WPOMTEAM7-------------------------,Masculino,WPOMTEAM7-------------GPA---------,"Masculino, eliminatoria previa, grupo A",WPO-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T16:35:00+02:00,2024-08-01T18:00:00+02:00,AQC,Centro Acuático,AQC,Centro Acuático,SCHEDULED,Programado,WPOMTEAM7---MNE01,MNE,Montenegro,,,,
Hockey sobre césped,"Femenino, grupo B",HOCWTEAM11------------GPB-001000--,HOC,W,,GPB-,HOCWTEAM11------------------------,Femenino,HOCWTEAM11------------GPB---------,"Femenino, grupo B",HOC-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T17:00:00+02:00,2024-08-01T18:30:00+02:00,YDM,Estadio Yves-du-Manoir,HO1,Estadio Yves-du-Manoir - Campo 1,SCHEDULED,Programado,HOCWTEAM11--USA01,USA,Estados Unidos,,,,
Hockey sobre césped,"Femenino, grupo B",HOCWTEAM11------------GPB-001000--,HOC,W,,GPB-,HOCWTEAM11------------------------,Femenino,HOCWTEAM11------------GPB---------,"Femenino, grupo B",HOC-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T17:00:00+02:00,2024-08-01T18:30:00+02:00,YDM,Estadio Yves-du-Manoir,HO1,Estadio Yves-du-Manoir - Campo 1,SCHEDULED,Programado,HOCWTEAM11--GBR01,GBR,Gran Bretaña,,,,
Voleibol,"Femenino, ronda preliminar, grupo C",VVOWTEAM6-------------GPC-000400--,VVO,W,,GPC-,VVOWTEAM6-------------------------,Femenino,VVOWTEAM6-------------GPC---------,"Femenino, ronda preliminar, grupo C",VVO-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T17:00:00+02:00,2024-08-01T19:15:00+02:00,SP1,Paris Sur Arena 1,SP1,South Paris Arena 1,SCHEDULED,Programado,VVOWTEAM6---ITA01,ITA,Italia,,,,
Voleibol,"Femenino, ronda preliminar, grupo C",VVOWTEAM6-------------GPC-000400--,VVO,W,,GPC-,VVOWTEAM6-------------------------,Femenino,VVOWTEAM6-------------GPC---------,"Femenino, ronda preliminar, grupo C",VVO-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T17:00:00+02:00,2024-08-01T19:15:00+02:00,SP1,Paris Sur Arena 1,SP1,South Paris Arena 1,SCHEDULED,Programado,VVOWTEAM6---NED01,NED,Países Bajos,,,,
Voleibol de playa,"Masculino, preliminares - grupo A",VBVMTEAM2-------------GPA-000600--,VBV,M,,GPA-,VBVMTEAM2-------------------------,Masculino,VBVMTEAM2-------------GPA---------,"Masc., fase preliminar, partidos grupo A",VBV-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T17:00:00+02:00,2024-08-01T17:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVMTEAM2---SWE01,SWE,AHMAN/HELLVIG,,,,
Voleibol de playa,"Masculino, preliminares - grupo A",VBVMTEAM2-------------GPA-000600--,VBV,M,,GPA-,VBVMTEAM2-------------------------,Masculino,VBVMTEAM2-------------GPA---------,"Masc., fase preliminar, partidos grupo A",VBV-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T17:00:00+02:00,2024-08-01T17:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVMTEAM2---ITA01,ITA,COTTAFAVA/NICOLAI,,,,
Baloncesto,"Femenino, fase de grupos - Grupo B",BKBWTEAM5-------------GPB-000400--,BKB,W,,GPB-,BKBWTEAM5-------------------------,Femenino,BKBWTEAM5-------------GPB---------,Fase de grupos femenino - Grupo B,BKB-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T17:15:00+02:00,2024-08-01T19:00:00+02:00,LIL,Estadio Pierre Mauroy,LIL,Estadio Pierre Mauroy,SCHEDULED,Programado,BKBWTEAM5---FRA01,FRA,Francia,,,,
Baloncesto,"Femenino, fase de grupos - Grupo B",BKBWTEAM5-------------GPB-000400--,BKB,W,,GPB-,BKBWTEAM5-------------------------,Femenino,BKBWTEAM5-------------GPB---------,Fase de grupos femenino - Grupo B,BKB-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T17:15:00+02:00,2024-08-01T19:00:00+02:00,LIL,Estadio Pierre Mauroy,LIL,Estadio Pierre Mauroy,SCHEDULED,Programado,BKBWTEAM5---NGR01,NGR,Nigeria,,,,
Hockey sobre césped,"Femenino, grupo B",HOCWTEAM11------------GPB-001100--,HOC,W,,GPB-,HOCWTEAM11------------------------,Femenino,HOCWTEAM11------------GPB---------,"Femenino, grupo B",HOC-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T17:30:00+02:00,2024-08-01T19:00:00+02:00,YDM,Estadio Yves-du-Manoir,HO2,Estadio Yves-du-Manoir - Campo 2,SCHEDULED,Programado,HOCWTEAM11--ESP01,ESP,España,,,,
Hockey sobre césped,"Femenino, grupo B",HOCWTEAM11------------GPB-001100--,HOC,W,,GPB-,HOCWTEAM11------------------------,Femenino,HOCWTEAM11------------GPB---------,"Femenino, grupo B",HOC-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T17:30:00+02:00,2024-08-01T19:00:00+02:00,YDM,Estadio Yves-du-Manoir,HO2,Estadio Yves-du-Manoir - Campo 2,SCHEDULED,Programado,HOCWTEAM11--RSA01,RSA,Sudáfrica,,,,
Baloncesto 3x3,"Femenino, ronda de grupos",BK3WTEAM3-------------GPA-001300--,BK3,W,,GPA-,BK3WTEAM3-------------------------,Femenino,BK3WTEAM3-------------GPA---------,"Femenino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T18:00:00+02:00,2024-08-01T18:25:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3WTEAM3---CHN01,CHN,China,,,,
Baloncesto 3x3,"Femenino, ronda de grupos",BK3WTEAM3-------------GPA-001300--,BK3,W,,GPA-,BK3WTEAM3-------------------------,Femenino,BK3WTEAM3-------------GPA---------,"Femenino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T18:00:00+02:00,2024-08-01T18:25:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3WTEAM3---ESP01,ESP,España,,,,
Baloncesto 3x3,"Femenino, ronda de grupos",BK3WTEAM3-------------GPA-001400--,BK3,W,,GPA-,BK3WTEAM3-------------------------,Femenino,BK3WTEAM3-------------GPA---------,"Femenino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T18:30:00+02:00,2024-08-01T18:55:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3WTEAM3---GER01,GER,Alemania,,,,
Baloncesto 3x3,"Femenino, ronda de grupos",BK3WTEAM3-------------GPA-001400--,BK3,W,,GPA-,BK3WTEAM3-------------------------,Femenino,BK3WTEAM3-------------GPA---------,"Femenino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T18:30:00+02:00,2024-08-01T18:55:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3WTEAM3---AZE01,AZE,Azerbaiyán,,,,
Balonmano,"Femenino, ronda preliminar - Grupo A",HBLWTEAM7-------------GPA-001100--,HBL,W,,GPA-,HBLWTEAM7-------------------------,Femenino,HBLWTEAM7-------------GPA---------,"Femenino, ronda preliminar - grupo A",HBL-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T19:00:00+02:00,2024-08-01T20:30:00+02:00,SP6,Paris Sur Arena 6,SP6,South Paris Arena 6,SCHEDULED,Programado,HBLWTEAM7---GER01,GER,Alemania,,,,
Balonmano,"Femenino, ronda preliminar - Grupo A",HBLWTEAM7-------------GPA-001100--,HBL,W,,GPA-,HBLWTEAM7-------------------------,Femenino,HBLWTEAM7-------------GPA---------,"Femenino, ronda preliminar - grupo A",HBL-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T19:00:00+02:00,2024-08-01T20:30:00+02:00,SP6,Paris Sur Arena 6,SP6,South Paris Arena 6,SCHEDULED,Programado,HBLWTEAM7---DEN01,DEN,Dinamarca,,,,
Baloncesto 3x3,"Masculino, ronda de grupos",BK3MTEAM3-------------GPA-001300--,BK3,M,,GPA-,BK3MTEAM3-------------------------,Masculino,BK3MTEAM3-------------GPA---------,"Masculino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T19:05:00+02:00,2024-08-01T19:30:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3MTEAM3---USA01,USA,Estados Unidos,,,,
Baloncesto 3x3,"Masculino, ronda de grupos",BK3MTEAM3-------------GPA-001300--,BK3,M,,GPA-,BK3MTEAM3-------------------------,Masculino,BK3MTEAM3-------------GPA---------,"Masculino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T19:05:00+02:00,2024-08-01T19:30:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3MTEAM3---LTU01,LTU,Lituania,,,,
Waterpolo,"Masculino, ronda preliminar - grupo A",WPOMTEAM7-------------GPA-000900--,WPO,M,,GPA-,WPOMTEAM7-------------------------,Masculino,WPOMTEAM7-------------GPA---------,"Masculino, eliminatoria previa, grupo A",WPO-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T19:30:00+02:00,2024-08-01T20:55:00+02:00,AQC,Centro Acuático,AQC,Centro Acuático,SCHEDULED,Programado,WPOMTEAM7---ROU01,ROU,Rumania,,,,
Waterpolo,"Masculino, ronda preliminar - grupo A",WPOMTEAM7-------------GPA-000900--,WPO,M,,GPA-,WPOMTEAM7-------------------------,Masculino,WPOMTEAM7-------------GPA---------,"Masculino, eliminatoria previa, grupo A",WPO-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T19:30:00+02:00,2024-08-01T20:55:00+02:00,AQC,Centro Acuático,AQC,Centro Acuático,SCHEDULED,Programado,WPOMTEAM7---CRO01,CRO,Croacia,,,,
Baloncesto 3x3,"Masculino, ronda de grupos",BK3MTEAM3-------------GPA-001400--,BK3,M,,GPA-,BK3MTEAM3-------------------------,Masculino,BK3MTEAM3-------------GPA---------,"Masculino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T19:35:00+02:00,2024-08-01T20:00:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3MTEAM3---CHN01,CHN,China,,,,
Baloncesto 3x3,"Masculino, ronda de grupos",BK3MTEAM3-------------GPA-001400--,BK3,M,,GPA-,BK3MTEAM3-------------------------,Masculino,BK3MTEAM3-------------GPA---------,"Masculino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T19:35:00+02:00,2024-08-01T20:00:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3MTEAM3---POL01,POL,Polonia,,,,
Hockey sobre césped,"Femenino, grupo A",HOCWTEAM11------------GPA-001000--,HOC,W,,GPA-,HOCWTEAM11------------------------,Femenino,HOCWTEAM11------------GPA---------,"Femenino, grupo A",HOC-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T19:45:00+02:00,2024-08-01T21:15:00+02:00,YDM,Estadio Yves-du-Manoir,HO1,Estadio Yves-du-Manoir - Campo 1,SCHEDULED,Programado,HOCWTEAM11--JPN01,JPN,Japón,,,,
Hockey sobre césped,"Femenino, grupo A",HOCWTEAM11------------GPA-001000--,HOC,W,,GPA-,HOCWTEAM11------------------------,Femenino,HOCWTEAM11------------GPA---------,"Femenino, grupo A",HOC-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T19:45:00+02:00,2024-08-01T21:15:00+02:00,YDM,Estadio Yves-du-Manoir,HO1,Estadio Yves-du-Manoir - Campo 1,SCHEDULED,Programado,HOCWTEAM11--FRA01,FRA,Francia,,,,
Voleibol de playa,"Femenino, preliminares - grupo A",VBVWTEAM2-------------GPA-000600--,VBV,W,,GPA-,VBVWTEAM2-------------------------,Femenino,VBVWTEAM2-------------GPA---------,"Fem., fase preliminar, partidos grupo A",VBV-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T20:00:00+02:00,2024-08-01T20:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVWTEAM2---BRA01,BRA,ANA PATRICIA/DUDA,,,,
Voleibol de playa,"Femenino, preliminares - grupo A",VBVWTEAM2-------------GPA-000600--,VBV,W,,GPA-,VBVWTEAM2-------------------------,Femenino,VBVWTEAM2-------------GPA---------,"Fem., fase preliminar, partidos grupo A",VBV-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T20:00:00+02:00,2024-08-01T20:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVWTEAM2---ITA01,ITA,GOTTARDI/MENEGATTI,,,,
Hockey sobre césped,"Femenino, grupo B",HOCWTEAM11------------GPB-001200--,HOC,W,,GPB-,HOCWTEAM11------------------------,Femenino,HOCWTEAM11------------GPB---------,"Femenino, grupo B",HOC-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T20:15:00+02:00,2024-08-01T21:45:00+02:00,YDM,Estadio Yves-du-Manoir,HO2,Estadio Yves-du-Manoir - Campo 2,SCHEDULED,Programado,HOCWTEAM11--ARG01,ARG,Argentina,,,,
Hockey sobre césped,"Femenino, grupo B",HOCWTEAM11------------GPB-001200--,HOC,W,,GPB-,HOCWTEAM11------------------------,Femenino,HOCWTEAM11------------GPB---------,"Femenino, grupo B",HOC-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T20:15:00+02:00,2024-08-01T21:45:00+02:00,YDM,Estadio Yves-du-Manoir,HO2,Estadio Yves-du-Manoir - Campo 2,SCHEDULED,Programado,HOCWTEAM11--AUS01,AUS,Australia,,,,
Baloncesto,"Femenino, fase de grupos - Grupo C",BKBWTEAM5-------------GPC-000400--,BKB,W,,GPC-,BKBWTEAM5-------------------------,Femenino,BKBWTEAM5-------------GPC---------,Fase de grupos femenino - Grupo C,BKB-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T21:00:00+02:00,2024-08-01T22:45:00+02:00,LIL,Estadio Pierre Mauroy,LIL,Estadio Pierre Mauroy,SCHEDULED,Programado,BKBWTEAM5---BEL01,BEL,Bélgica,,,,
Baloncesto,"Femenino, fase de grupos - Grupo C",BKBWTEAM5-------------GPC-000400--,BKB,W,,GPC-,BKBWTEAM5-------------------------,Femenino,BKBWTEAM5-------------GPC---------,Fase de grupos femenino - Grupo C,BKB-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T21:00:00+02:00,2024-08-01T22:45:00+02:00,LIL,Estadio Pierre Mauroy,LIL,Estadio Pierre Mauroy,SCHEDULED,Programado,BKBWTEAM5---USA01,USA,Estados Unidos,,,,
Balonmano,"Femenino, ronda preliminar - Grupo A",HBLWTEAM7-------------GPA-001200--,HBL,W,,GPA-,HBLWTEAM7-------------------------,Femenino,HBLWTEAM7-------------GPA---------,"Femenino, ronda preliminar - grupo A",HBL-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T21:00:00+02:00,2024-08-01T22:30:00+02:00,SP6,Paris Sur Arena 6,SP6,South Paris Arena 6,SCHEDULED,Programado,HBLWTEAM7---SLO01,SLO,Eslovenia,,,,
Balonmano,"Femenino, ronda preliminar - Grupo A",HBLWTEAM7-------------GPA-001200--,HBL,W,,GPA-,HBLWTEAM7-------------------------,Femenino,HBLWTEAM7-------------GPA---------,"Femenino, ronda preliminar - grupo A",HBL-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T21:00:00+02:00,2024-08-01T22:30:00+02:00,SP6,Paris Sur Arena 6,SP6,South Paris Arena 6,SCHEDULED,Programado,HBLWTEAM7---NOR01,NOR,Noruega,,,,
Voleibol,"Femenino, ronda preliminar, grupo A",VVOWTEAM6-------------GPA-000400--,VVO,W,,GPA-,VVOWTEAM6-------------------------,Femenino,VVOWTEAM6-------------GPA---------,"Femenino, ronda preliminar, grupo A",VVO-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T21:00:00+02:00,2024-08-01T23:15:00+02:00,SP1,Paris Sur Arena 1,SP1,South Paris Arena 1,SCHEDULED,Programado,VVOWTEAM6---FRA01,FRA,Francia,,,,
Voleibol,"Femenino, ronda preliminar, grupo A",VVOWTEAM6-------------GPA-000400--,VVO,W,,GPA-,VVOWTEAM6-------------------------,Femenino,VVOWTEAM6-------------GPA---------,"Femenino, ronda preliminar, grupo A",VVO-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T21:00:00+02:00,2024-08-01T23:15:00+02:00,SP1,Paris Sur Arena 1,SP1,South Paris Arena 1,SCHEDULED,Programado,VVOWTEAM6---CHN01,CHN,China,,,,
Voleibol de playa,"Masculino, preliminares - grupo C",VBVMTEAM2-------------GPC-000400--,VBV,M,,GPC-,VBVMTEAM2-------------------------,Masculino,VBVMTEAM2-------------GPC---------,"Masc., fase preliminar, partidos grupo C",VBV-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T21:00:00+02:00,2024-08-01T21:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVMTEAM2---POL01,POL,BRYL/LOSIAK,,,,
Voleibol de playa,"Masculino, preliminares - grupo C",VBVMTEAM2-------------GPC-000400--,VBV,M,,GPC-,VBVMTEAM2-------------------------,Masculino,VBVMTEAM2-------------GPC---------,"Masc., fase preliminar, partidos grupo C",VBV-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T21:00:00+02:00,2024-08-01T21:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVMTEAM2---FRA02,FRA,BASSEREAU/LYNEEL,,,,
Waterpolo,"Masculino, ronda preliminar - grupo B",WPOMTEAM7-------------GPB-000900--,WPO,M,,GPB-,WPOMTEAM7-------------------------,Masculino,WPOMTEAM7-------------GPB---------,"Masculino, eliminatoria previa, grupo B",WPO-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T21:05:00+02:00,2024-08-01T22:30:00+02:00,AQC,Centro Acuático,AQC,Centro Acuático,SCHEDULED,Programado,WPOMTEAM7---HUN01,HUN,Hungría,,,,
Waterpolo,"Masculino, ronda preliminar - grupo B",WPOMTEAM7-------------GPB-000900--,WPO,M,,GPB-,WPOMTEAM7-------------------------,Masculino,WPOMTEAM7-------------GPB---------,"Masculino, eliminatoria previa, grupo B",WPO-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T21:05:00+02:00,2024-08-01T22:30:00+02:00,AQC,Centro Acuático,AQC,Centro Acuático,SCHEDULED,Programado,WPOMTEAM7---JPN01,JPN,Japón,,,,
Baloncesto 3x3,"Femenino, ronda de grupos",BK3WTEAM3-------------GPA-001500--,BK3,W,,GPA-,BK3WTEAM3-------------------------,Femenino,BK3WTEAM3-------------GPA---------,"Femenino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T21:30:00+02:00,2024-08-01T21:55:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3WTEAM3---ESP01,ESP,España,,,,
Baloncesto 3x3,"Femenino, ronda de grupos",BK3WTEAM3-------------GPA-001500--,BK3,W,,GPA-,BK3WTEAM3-------------------------,Femenino,BK3WTEAM3-------------GPA---------,"Femenino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T21:30:00+02:00,2024-08-01T21:55:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3WTEAM3---USA01,USA,Estados Unidos,,,,
Baloncesto 3x3,"Femenino, ronda de grupos",BK3WTEAM3-------------GPA-001600--,BK3,W,,GPA-,BK3WTEAM3-------------------------,Femenino,BK3WTEAM3-------------GPA---------,"Femenino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T22:00:00+02:00,2024-08-01T22:25:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3WTEAM3---CAN01,CAN,Canadá,,,,
Baloncesto 3x3,"Femenino, ronda de grupos",BK3WTEAM3-------------GPA-001600--,BK3,W,,GPA-,BK3WTEAM3-------------------------,Femenino,BK3WTEAM3-------------GPA---------,"Femenino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T22:00:00+02:00,2024-08-01T22:25:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3WTEAM3---FRA01,FRA,Francia,,,,
Voleibol de playa,"Femenino, preliminares - grupo B",VBVWTEAM2-------------GPB-000600--,VBV,W,,GPB-,VBVWTEAM2-------------------------,Femenino,VBVWTEAM2-------------GPB---------,"Fem., fase preliminar, partidos grupo B",VBV-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T22:00:00+02:00,2024-08-01T22:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVWTEAM2---USA01,USA,NUSS/KLOTH,,,,
Voleibol de playa,"Femenino, preliminares - grupo B",VBVWTEAM2-------------GPB-000600--,VBV,W,,GPB-,VBVWTEAM2-------------------------,Femenino,VBVWTEAM2-------------GPB---------,"Fem., fase preliminar, partidos grupo B",VBV-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T22:00:00+02:00,2024-08-01T22:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVWTEAM2---CHN01,CHN,XUE/X.Y.XIA,,,,
Baloncesto 3x3,"Masculino, ronda de grupos",BK3MTEAM3-------------GPA-001500--,BK3,M,,GPA-,BK3MTEAM3-------------------------,Masculino,BK3MTEAM3-------------GPA---------,"Masculino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T22:35:00+02:00,2024-08-01T23:00:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3MTEAM3---SRB01,SRB,Serbia,,,,
Baloncesto 3x3,"Masculino, ronda de grupos",BK3MTEAM3-------------GPA-001500--,BK3,M,,GPA-,BK3MTEAM3-------------------------,Masculino,BK3MTEAM3-------------GPA---------,"Masculino, ronda de grupos",BK3-------------------------------,0,3,HTEAM,2024-08-01,2024-08-01T22:35:00+02:00,2024-08-01T23:00:00+02:00,LC1,La Concorde 1,LC1,La Concorde 1,SCHEDULED,Programado,BK3MTEAM3---FRA01,FRA,Francia,,,,
