DisciplineName,EventUnitName,ID,DisciplineCode,GenderCode,EventCode,PhaseCode,EventID,EventName,PhaseID,PhaseName,DisciplineID,EventOrder,PhaseType,EventUnitType,OlympicDay,StartDate,EndDate,Venue,VenueDescription,Location,LocationDescription,Status,StatusDescription,CompetitorCode,NOC,CompetitorName,Position,Mark,MedalType,IRM
Fútbol,"Masculino, grupo A",FBLMTEAM11------------GPA-000400--,FBL,M,,GPA-,FBLMTEAM11------------------------,Masculino,FBLMTEAM11------------GPA---------,"Masculino, grupo A",FBL-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T19:00:00+02:00,2024-07-27T21:00:00+02:00,MRS,Estadio de Marsella,MRS,Estadio de Marsella,SCHEDULED,Programado,FBLMTEAM11--USA01,USA,Estados Unidos,,,,
Fútbol,"Masculino, grupo D",FBLMTEAM11------------GPD-000300--,FBL,M,,GPD-,FBLMTEAM11------------------------,Masculino,FBLMTEAM11------------GPD---------,"Masculino, grupo D",FBL-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T19:00:00+02:00,2024-07-27T21:00:00+02:00,PDP,Parque de los Príncipes,PDP,Parque de los Príncipes,SCHEDULED,Programado,FBLMTEAM11--ISR01,ISR,Israel,,,,
Fútbol,"Masculino, grupo D",FBLMTEAM11------------GPD-000300--,FBL,M,,GPD-,FBLMTEAM11------------------------,Masculino,FBLMTEAM11------------GPD---------,"Masculino, grupo D",FBL-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T19:00:00+02:00,2024-07-27T21:00:00+02:00,PDP,Parque de los Príncipes,PDP,Parque de los Príncipes,SCHEDULED,Programado,FBLMTEAM11--PAR01,PAR,Paraguay,,,,
Rugby 7,"Masculino, partido por la medalla de bronce",RU7MTEAM7-------------FNL-000200--,RU7,M,,FNL-,RU7MTEAM7-------------------------,Masculino,RU7MTEAM7-------------FNL---------,"Masculino, finales",RU7-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T19:00:00+02:00,2024-07-27T19:16:00+02:00,STA,Estadio de Francia,STA,Estadio de Francia,SCHEDULED,Programado,LM27,,Perdedor M27,,,,
Rugby 7,"Masculino, partido por la medalla de bronce",RU7MTEAM7-------------FNL-000200--,RU7,M,,FNL-,RU7MTEAM7-------------------------,Masculino,RU7MTEAM7-------------FNL---------,"Masculino, finales",RU7-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T19:00:00+02:00,2024-07-27T19:16:00+02:00,STA,Estadio de Francia,STA,Estadio de Francia,SCHEDULED,Programado,LM28,,Perdedor M28,,,,
Voleibol de playa,"Masculino, preliminares - grupo D",VBVMTEAM2-------------GPD-000200--,VBV,M,,GPD-,VBVMTEAM2-------------------------,Masculino,VBVMTEAM2-------------GPD---------,"Masc., fase preliminar, partidos grupo D",VBV-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T19:00:00+02:00,2024-07-27T19:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVMTEAM2---BRA01,BRA,GEORGE/ANDRE,,,,
Voleibol de playa,"Masculino, preliminares - grupo D",VBVMTEAM2-------------GPD-000200--,VBV,M,,GPD-,VBVMTEAM2-------------------------,Masculino,VBVMTEAM2-------------GPD---------,"Masc., fase preliminar, partidos grupo D",VBV-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T19:00:00+02:00,2024-07-27T19:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVMTEAM2---MAR01,MAR,ABICHA/ELGRAOUI,,,,
Hockey sobre césped,"Femenino, grupo B",HOCWTEAM11------------GPB-000100--,HOC,W,,GPB-,HOCWTEAM11------------------------,Femenino,HOCWTEAM11------------GPB---------,"Femenino, grupo B",HOC-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T19:45:00+02:00,2024-07-27T21:15:00+02:00,YDM,Estadio Yves-du-Manoir,HO1,Estadio Yves-du-Manoir - Campo 1,SCHEDULED,Programado,HOCWTEAM11--ARG01,ARG,Argentina,,,,
Hockey sobre césped,"Femenino, grupo B",HOCWTEAM11------------GPB-000100--,HOC,W,,GPB-,HOCWTEAM11------------------------,Femenino,HOCWTEAM11------------GPB---------,"Femenino, grupo B",HOC-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T19:45:00+02:00,2024-07-27T21:15:00+02:00,YDM,Estadio Yves-du-Manoir,HO1,Estadio Yves-du-Manoir - Campo 1,SCHEDULED,Programado,HOCWTEAM11--USA01,USA,Estados Unidos,,,,
Rugby 7,"Masculino, partido por la medalla de oro",RU7MTEAM7-------------FNL-000100--,RU7,M,,FNL-,RU7MTEAM7-------------------------,Masculino,RU7MTEAM7-------------FNL---------,"Masculino, finales",RU7-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T19:45:00+02:00,2024-07-27T20:01:00+02:00,STA,Estadio de Francia,STA,Estadio de Francia,SCHEDULED,Programado,WM27,,Ganador M27,,,,
Rugby 7,"Masculino, partido por la medalla de oro",RU7MTEAM7-------------FNL-000100--,RU7,M,,FNL-,RU7MTEAM7-------------------------,Masculino,RU7MTEAM7-------------FNL---------,"Masculino, finales",RU7-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T19:45:00+02:00,2024-07-27T20:01:00+02:00,STA,Estadio de Francia,STA,Estadio de Francia,SCHEDULED,Programado,WM28,,Ganador M28,,,,
Waterpolo,"Femenino, ronda preliminar - grupo A",WPOWTEAM7-------------GPA-000200--,WPO,W,,GPA-,WPOWTEAM7-------------------------,Femenino,WPOWTEAM7-------------GPA---------,"Femenino, eliminatoria previa, grupo A",WPO-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T20:05:00+02:00,2024-07-27T21:30:00+02:00,AQC,Centro Acuático,AQC,Centro Acuático,SCHEDULED,Programado,WPOWTEAM7---AUS01,AUS,Australia,,,,
Waterpolo,"Femenino, ronda preliminar - grupo A",WPOWTEAM7-------------GPA-000200--,WPO,W,,GPA-,WPOWTEAM7-------------------------,Femenino,WPOWTEAM7-------------GPA---------,"Femenino, eliminatoria previa, grupo A",WPO-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T20:05:00+02:00,2024-07-27T21:30:00+02:00,AQC,Centro Acuático,AQC,Centro Acuático,SCHEDULED,Programado,WPOWTEAM7---CHN01,CHN,China,,,,
Hockey sobre césped,"Femenino, grupo A",HOCWTEAM11------------GPA-000100--,HOC,W,,GPA-,HOCWTEAM11------------------------,Femenino,HOCWTEAM11------------GPA---------,"Femenino, grupo A",HOC-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T20:15:00+02:00,2024-07-27T21:45:00+02:00,YDM,Estadio Yves-du-Manoir,HO2,Estadio Yves-du-Manoir - Campo 2,SCHEDULED,Programado,HOCWTEAM11--NED01,NED,Países Bajos,,,,
Hockey sobre césped,"Femenino, grupo A",HOCWTEAM11------------GPA-000100--,HOC,W,,GPA-,HOCWTEAM11------------------------,Femenino,HOCWTEAM11------------GPA---------,"Femenino, grupo A",HOC-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T20:15:00+02:00,2024-07-27T21:45:00+02:00,YDM,Estadio Yves-du-Manoir,HO2,Estadio Yves-du-Manoir - Campo 2,SCHEDULED,Programado,HOCWTEAM11--FRA01,FRA,Francia,,,,
Baloncesto,"Masculino, fase de grupos - Grupo A",BKBMTEAM5-------------GPA-000200--,BKB,M,,GPA-,BKBMTEAM5-------------------------,Masculino,BKBMTEAM5-------------GPA---------,Fase de grupos masculino - Grupo A,BKB-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T21:00:00+02:00,2024-07-27T22:45:00+02:00,LIL,Estadio Pierre Mauroy,LIL,Estadio Pierre Mauroy,SCHEDULED,Programado,BKBMTEAM5---GRE01,GRE,Grecia,,,,
Baloncesto,"Masculino, fase de grupos - Grupo A",BKBMTEAM5-------------GPA-000200--,BKB,M,,GPA-,BKBMTEAM5-------------------------,Masculino,BKBMTEAM5-------------GPA---------,Fase de grupos masculino - Grupo A,BKB-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T21:00:00+02:00,2024-07-27T22:45:00+02:00,LIL,Estadio Pierre Mauroy,LIL,Estadio Pierre Mauroy,SCHEDULED,Programado,BKBMTEAM5---CAN01,CAN,Canadá,,,,
Balonmano,"Masculino, ronda preliminar - Grupo B",HBLMTEAM7-------------GPB-000300--,HBL,M,,GPB-,HBLMTEAM7-------------------------,Masculino,HBLMTEAM7-------------GPB---------,"Masculino, ronda preliminar - grupo B",HBL-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T21:00:00+02:00,2024-07-27T22:30:00+02:00,SP6,Paris Sur Arena 6,SP6,South Paris Arena 6,SCHEDULED,Programado,HBLMTEAM7---DEN01,DEN,Dinamarca,,,,
Balonmano,"Masculino, ronda preliminar - Grupo B",HBLMTEAM7-------------GPB-000300--,HBL,M,,GPB-,HBLMTEAM7-------------------------,Masculino,HBLMTEAM7-------------GPB---------,"Masculino, ronda preliminar - grupo B",HBL-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T21:00:00+02:00,2024-07-27T22:30:00+02:00,SP6,Paris Sur Arena 6,SP6,South Paris Arena 6,SCHEDULED,Programado,HBLMTEAM7---FRA01,FRA,Francia,,,,
Fútbol,"Masculino, grupo A",FBLMTEAM11------------GPA-000300--,FBL,M,,GPA-,FBLMTEAM11------------------------,Masculino,FBLMTEAM11------------GPA---------,"Masculino, grupo A",FBL-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T21:00:00+02:00,2024-07-27T23:00:00+02:00,NIC,Estadio de Niza,NIC,Estadio de Niza,SCHEDULED,Programado,FBLMTEAM11--FRA01,FRA,Francia,,,,
Fútbol,"Masculino, grupo A",FBLMTEAM11------------GPA-000300--,FBL,M,,GPA-,FBLMTEAM11------------------------,Masculino,FBLMTEAM11------------GPA---------,"Masculino, grupo A",FBL-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T21:00:00+02:00,2024-07-27T23:00:00+02:00,NIC,Estadio de Niza,NIC,Estadio de Niza,SCHEDULED,Programado,FBLMTEAM11--GUI01,GUI,Guinea,,,,
Fútbol,"Masculino, grupo D",FBLMTEAM11------------GPD-000400--,FBL,M,,GPD-,FBLMTEAM11------------------------,Masculino,FBLMTEAM11------------GPD---------,"Masculino, grupo D",FBL-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T21:00:00+02:00,2024-07-27T23:00:00+02:00,BOR,Estadio de Burdeos,BOR,Estadio de Burdeos,SCHEDULED,Programado,FBLMTEAM11--JPN01,JPN,Japón,,,,
Fútbol,"Masculino, grupo D",FBLMTEAM11------------GPD-000400--,FBL,M,,GPD-,FBLMTEAM11------------------------,Masculino,FBLMTEAM11------------GPD---------,"Masculino, grupo D",FBL-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T21:00:00+02:00,2024-07-27T23:00:00+02:00,BOR,Estadio de Burdeos,BOR,Estadio de Burdeos,SCHEDULED,Programado,FBLMTEAM11--MLI01,MLI,Malí,,,,
Voleibol,"Masculino, ronda preliminar, grupo C",VVOMTEAM6-------------GPC-000200--,VVO,M,,GPC-,VVOMTEAM6-------------------------,Masculino,VVOMTEAM6-------------GPC---------,"Masculino, ronda preliminar, grupo C",VVO-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T21:00:00+02:00,2024-07-27T23:15:00+02:00,SP1,Paris Sur Arena 1,SP1,South Paris Arena 1,SCHEDULED,Programado,VVOMTEAM6---USA01,USA,Estados Unidos,,,,
Voleibol,"Masculino, ronda preliminar, grupo C",VVOMTEAM6-------------GPC-000200--,VVO,M,,GPC-,VVOMTEAM6-------------------------,Masculino,VVOMTEAM6-------------GPC---------,"Masculino, ronda preliminar, grupo C",VVO-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T21:00:00+02:00,2024-07-27T23:15:00+02:00,SP1,Paris Sur Arena 1,SP1,South Paris Arena 1,SCHEDULED,Programado,VVOMTEAM6---ARG01,ARG,Argentina,,,,
Voleibol de playa,"Femenino, preliminares - grupo B",VBVWTEAM2-------------GPB-000200--,VBV,W,,GPB-,VBVWTEAM2-------------------------,Femenino,VBVWTEAM2-------------GPB---------,"Fem., fase preliminar, partidos grupo B",VBV-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T22:00:00+02:00,2024-07-27T22:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVWTEAM2---USA01,USA,NUSS/KLOTH,,,,
Voleibol de playa,"Femenino, preliminares - grupo B",VBVWTEAM2-------------GPB-000200--,VBV,W,,GPB-,VBVWTEAM2-------------------------,Femenino,VBVWTEAM2-------------GPB---------,"Fem., fase preliminar, partidos grupo B",VBV-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T22:00:00+02:00,2024-07-27T22:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVWTEAM2---CAN02,CAN,BANSLEY/BUKOVEC,,,,
Voleibol de playa,"Masculino, preliminares - grupo A",VBVMTEAM2-------------GPA-000200--,VBV,M,,GPA-,VBVMTEAM2-------------------------,Masculino,VBVMTEAM2-------------GPA---------,"Masc., fase preliminar, partidos grupo A",VBV-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T23:00:00+02:00,2024-07-27T23:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVMTEAM2---ITA01,ITA,COTTAFAVA/NICOLAI,,,,
Voleibol de playa,"Masculino, preliminares - grupo A",VBVMTEAM2-------------GPA-000200--,VBV,M,,GPA-,VBVMTEAM2-------------------------,Masculino,VBVMTEAM2-------------GPA---------,"Masc., fase preliminar, partidos grupo A",VBV-------------------------------,0,3,HTEAM,2024-07-27,2024-07-27T23:00:00+02:00,2024-07-27T23:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVMTEAM2---QAT01,QAT,CHERIF/AHMED,,,,
Balonmano,"Femenino, ronda preliminar - Grupo B",HBLWTEAM7-------------GPB-000400--,HBL,W,,GPB-,HBLWTEAM7-------------------------,Femenino,HBLWTEAM7-------------GPB---------,"Femenino, ronda preliminar - grupo B",HBL-------------------------------,0,3,HTEAM,2024-07-28,2024-07-28T09:00:00+02:00,2024-07-28T10:30:00+02:00,SP6,Paris Sur Arena 6,SP6,South Paris Arena 6,SCHEDULED,Programado,HBLWTEAM7---BRA01,BRA,Brasil,,,,
Balonmano,"Femenino, ronda preliminar - Grupo B",HBLWTEAM7-------------GPB-000400--,HBL,W,,GPB-,HBLWTEAM7-------------------------,Femenino,HBLWTEAM7-------------GPB---------,"Femenino, ronda preliminar - grupo B",HBL-------------------------------,0,3,HTEAM,2024-07-28,2024-07-28T09:00:00+02:00,2024-07-28T10:30:00+02:00,SP6,Paris Sur Arena 6,SP6,South Paris Arena 6,SCHEDULED,Programado,HBLWTEAM7---HUN01,HUN,Hungría,,,,
Voleibol,"Femenino, ronda preliminar, grupo C",VVOWTEAM6-------------GPC-000100--,VVO,W,,GPC-,VVOWTEAM6-------------------------,Femenino,VVOWTEAM6-------------GPC---------,"Femenino, ronda preliminar, grupo C",VVO-------------------------------,0,3,HTEAM,2024-07-28,2024-07-28T09:00:00+02:00,2024-07-28T11:15:00+02:00,SP1,Paris Sur Arena 1,SP1,South Paris Arena 1,SCHEDULED,Programado,VVOWTEAM6---ITA01,ITA,Italia,,,,
Voleibol,"Femenino, ronda preliminar, grupo C",VVOWTEAM6-------------GPC-000100--,VVO,W,,GPC-,VVOWTEAM6-------------------------,Femenino,VVOWTEAM6-------------GPC---------,"Femenino, ronda preliminar, grupo C",VVO-------------------------------,0,3,HTEAM,2024-07-28,2024-07-28T09:00:00+02:00,2024-07-28T11:15:00+02:00,SP1,Paris Sur Arena 1,SP1,South Paris Arena 1,SCHEDULED,Programado,VVOWTEAM6---DOM01,DOM,Rep. Dominicana,,,,
Voleibol de playa,"Femenino, preliminares - grupo A",VBVWTEAM2-------------GPA-000100--,VBV,W,,GPA-,VBVWTEAM2-------------------------,Femenino,VBVWTEAM2-------------GPA---------,"Fem., fase preliminar, partidos grupo A",VBV-------------------------------,0,3,HTEAM,2024-07-28,2024-07-28T09:00:00+02:00,2024-07-28T09:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVWTEAM2---ITA01,ITA,GOTTARDI/MENEGATTI,,,,
Voleibol de playa,"Femenino, preliminares - grupo A",VBVWTEAM2-------------GPA-000100--,VBV,W,,GPA-,VBVWTEAM2-------------------------,Femenino,VBVWTEAM2-------------GPA---------,"Fem., fase preliminar, partidos grupo A",VBV-------------------------------,0,3,HTEAM,2024-07-28,2024-07-28T09:00:00+02:00,2024-07-28T09:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVWTEAM2---ESP02,ESP,LILIANA/PAULA,,,,
Hockey sobre césped,"Femenino, grupo A",HOCWTEAM11------------GPA-000200--,HOC,W,,GPA-,HOCWTEAM11------------------------,Femenino,HOCWTEAM11------------GPA---------,"Femenino, grupo A",HOC-------------------------------,0,3,HTEAM,2024-07-28,2024-07-28T10:00:00+02:00,2024-07-28T11:30:00+02:00,YDM,Estadio Yves-du-Manoir,HO1,Estadio Yves-du-Manoir - Campo 1,SCHEDULED,Programado,HOCWTEAM11--BEL01,BEL,Bélgica,,,,
Hockey sobre césped,"Femenino, grupo A",HOCWTEAM11------------GPA-000200--,HOC,W,,GPA-,HOCWTEAM11------------------------,Femenino,HOCWTEAM11------------GPA---------,"Femenino, grupo A",HOC-------------------------------,0,3,HTEAM,2024-07-28,2024-07-28T10:00:00+02:00,2024-07-28T11:30:00+02:00,YDM,Estadio Yves-du-Manoir,HO1,Estadio Yves-du-Manoir - Campo 1,SCHEDULED,Programado,HOCWTEAM11--CHN01,CHN,China,,,,
Voleibol de playa,"Masculino, preliminares - grupo B",VBVMTEAM2-------------GPB-000100--,VBV,M,,GPB-,VBVMTEAM2-------------------------,Masculino,VBVMTEAM2-------------GPB---------,"Masc., fase preliminar, partidos grupo B",VBV-------------------------------,0,3,HTEAM,2024-07-28,2024-07-28T10:00:00+02:00,2024-07-28T10:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVMTEAM2---NED02,NED,VAN DE VELDE/IMMERS,,,,
Voleibol de playa,"Masculino, preliminares - grupo B",VBVMTEAM2-------------GPB-000100--,VBV,M,,GPB-,VBVMTEAM2-------------------------,Masculino,VBVMTEAM2-------------GPB---------,"Masc., fase preliminar, partidos grupo B",VBV-------------------------------,0,3,HTEAM,2024-07-28,2024-07-28T10:00:00+02:00,2024-07-28T10:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVMTEAM2---ITA02,ITA,RANGHIERI/CARAMBULA,,,,
Hockey sobre césped,"Femenino, grupo A",HOCWTEAM11------------GPA-000300--,HOC,W,,GPA-,HOCWTEAM11------------------------,Femenino,HOCWTEAM11------------GPA---------,"Femenino, grupo A",HOC-------------------------------,0,3,HTEAM,2024-07-28,2024-07-28T10:30:00+02:00,2024-07-28T12:00:00+02:00,YDM,Estadio Yves-du-Manoir,HO2,Estadio Yves-du-Manoir - Campo 2,SCHEDULED,Programado,HOCWTEAM11--GER01,GER,Alemania,,,,
Hockey sobre césped,"Femenino, grupo A",HOCWTEAM11------------GPA-000300--,HOC,W,,GPA-,HOCWTEAM11------------------------,Femenino,HOCWTEAM11------------GPA---------,"Femenino, grupo A",HOC-------------------------------,0,3,HTEAM,2024-07-28,2024-07-28T10:30:00+02:00,2024-07-28T12:00:00+02:00,YDM,Estadio Yves-du-Manoir,HO2,Estadio Yves-du-Manoir - Campo 2,SCHEDULED,Programado,HOCWTEAM11--JPN01,JPN,Japón,,,,
Waterpolo,"Masculino, ronda preliminar - grupo B",WPOMTEAM7-------------GPB-000100--,WPO,M,,GPB-,WPOMTEAM7-------------------------,Masculino,WPOMTEAM7-------------GPB---------,"Masculino, eliminatoria previa, grupo B",WPO-------------------------------,0,3,HTEAM,2024-07-28,2024-07-28T10:30:00+02:00,2024-07-28T11:55:00+02:00,AQC,Centro Acuático,AQC,Centro Acuático,SCHEDULED,Programado,WPOMTEAM7---AUS01,AUS,Australia,,,,
Waterpolo,"Masculino, ronda preliminar - grupo B",WPOMTEAM7-------------GPB-000100--,WPO,M,,GPB-,WPOMTEAM7-------------------------,Masculino,WPOMTEAM7-------------GPB---------,"Masculino, eliminatoria previa, grupo B",WPO-------------------------------,0,3,HTEAM,2024-07-28,2024-07-28T10:30:00+02:00,2024-07-28T11:55:00+02:00,AQC,Centro Acuático,AQC,Centro Acuático,SCHEDULED,Programado,WPOMTEAM7---ESP01,ESP,España,,,,
Baloncesto,"Masculino, fase de grupos - Grupo C",BKBMTEAM5-------------GPC-000100--,BKB,M,,GPC-,BKBMTEAM5-------------------------,Masculino,BKBMTEAM5-------------GPC---------,Fase de grupos masculino - Grupo C,BKB-------------------------------,0,3,HTEAM,2024-07-28,2024-07-28T11:00:00+02:00,2024-07-28T12:45:00+02:00,LIL,Estadio Pierre Mauroy,LIL,Estadio Pierre Mauroy,SCHEDULED,Programado,BKBMTEAM5---SSD01,SSD,Sudán del Sur,,,,
Baloncesto,"Masculino, fase de grupos - Grupo C",BKBMTEAM5-------------GPC-000100--,BKB,M,,GPC-,BKBMTEAM5-------------------------,Masculino,BKBMTEAM5-------------GPC---------,Fase de grupos masculino - Grupo C,BKB-------------------------------,0,3,HTEAM,2024-07-28,2024-07-28T11:00:00+02:00,2024-07-28T12:45:00+02:00,LIL,Estadio Pierre Mauroy,LIL,Estadio Pierre Mauroy,SCHEDULED,Programado,BKBMTEAM5---PUR01,PUR,Puerto Rico,,,,
Balonmano,"Femenino, ronda preliminar - Grupo A",HBLWTEAM7-------------GPA-000400--,HBL,W,,GPA-,HBLWTEAM7-------------------------,Femenino,HBLWTEAM7-------------GPA---------,"Femenino, ronda preliminar - grupo A",HBL-------------------------------,0,3,HTEAM,2024-07-28,2024-07-28T11:00:00+02:00,2024-07-28T12:30:00+02:00,SP6,Paris Sur Arena 6,SP6,South Paris Arena 6,SCHEDULED,Programado,HBLWTEAM7---KOR01,KOR,República de Corea,,,,
Balonmano,"Femenino, ronda preliminar - Grupo A",HBLWTEAM7-------------GPA-000400--,HBL,W,,GPA-,HBLWTEAM7-------------------------,Femenino,HBLWTEAM7-------------GPA---------,"Femenino, ronda preliminar - grupo A",HBL-------------------------------,0,3,HTEAM,2024-07-28,2024-07-28T11:00:00+02:00,2024-07-28T12:30:00+02:00,SP6,Paris Sur Arena 6,SP6,South Paris Arena 6,SCHEDULED,Programado,HBLWTEAM7---SLO01,SLO,Eslovenia,,,,
Voleibol de playa,"Femenino, preliminares - grupo E",VBVWTEAM2-------------GPE-000100--,VBV,W,,GPE-,VBVWTEAM2-------------------------,Femenino,VBVWTEAM2-------------GPE---------,"Fem., fase preliminar, partidos grupo E",VBV-------------------------------,0,3,HTEAM,2024-07-28,2024-07-28T11:00:00+02:00,2024-07-28T11:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVWTEAM2---BRA02,BRA,CAROL/BARBARA,,,,
Voleibol de playa,"Femenino, preliminares - grupo E",VBVWTEAM2-------------GPE-000100--,VBV,W,,GPE-,VBVWTEAM2-------------------------,Femenino,VBVWTEAM2-------------GPE---------,"Fem., fase preliminar, partidos grupo E",VBV-------------------------------,0,3,HTEAM,2024-07-28,2024-07-28T11:00:00+02:00,2024-07-28T11:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVWTEAM2---JPN01,JPN,AKIKO/ISHII,,,,
Voleibol de playa,"Femenino, preliminares - grupo C",VBVWTEAM2-------------GPC-000100--,VBV,W,,GPC-,VBVWTEAM2-------------------------,Femenino,VBVWTEAM2-------------GPC---------,"Fem., fase preliminar, partidos grupo C",VBV-------------------------------,0,3,HTEAM,2024-07-28,2024-07-28T12:00:00+02:00,2024-07-28T12:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVWTEAM2---GER01,GER,MULLER/TILLMANN,,,,
Voleibol de playa,"Femenino, preliminares - grupo C",VBVWTEAM2-------------GPC-000100--,VBV,W,,GPC-,VBVWTEAM2-------------------------,Femenino,VBVWTEAM2-------------GPC---------,"Fem., fase preliminar, partidos grupo C",VBV-------------------------------,0,3,HTEAM,2024-07-28,2024-07-28T12:00:00+02:00,2024-07-28T12:50:00+02:00,EIF,Estadio Torre Eiffel,BV0,Estadio de la Torre Eiffel - Pista central,SCHEDULED,Programado,VBVWTEAM2---FRA01,FRA,VIEIRA/CHAMEREAU,,,,
Waterpolo,"Masculino, ronda preliminar - grupo B",WPOMTEAM7-------------GPB-000200--,WPO,M,,GPB-,WPOMTEAM7-------------------------,Masculino,WPOMTEAM7-------------GPB---------,"Masculino, eliminatoria previa, grupo B",WPO-------------------------------,0,3,HTEAM,2024-07-28,2024-07-28T12:05:00+02:00,2024-07-28T13:30:00+02:00,AQC,Centro Acuático,AQC,Centro Acuático,SCHEDULED,Programado,WPOMTEAM7---SRB01,SRB,Serbia,,,,
Waterpolo,"Masculino, ronda preliminar - grupo B",WPOMTEAM7-------------GPB-000200--,WPO,M,,GPB-,WPOMTEAM7-------------------------,Masculino,WPOMTEAM7-------------GPB---------,"Masculino, eliminatoria previa, grupo B",WPO-------------------------------,0,3,HTEAM,2024-07-28,2024-07-28T12:05:00+02:00,2024-07-28T13:30:00+02:00,AQC,Centro Acuático,AQC,Centro Acuático,SCHEDULED,Programado,WPOMTEAM7---JPN01,JPN,Japón,,,,
Hockey sobre césped,"Femenino, grupo B",HOCWTEAM11------------GPB-000200--,HOC,W,,GPB-,HOCWTEAM11------------------------,Femenino,HOCWTEAM11------------GPB---------,"Femenino, grupo B",HOC-------------------------------,0,3,HTEAM,2024-07-28,2024-07-28T12:45:00+02:00,2024-07-28T14:15:00+02:00,YDM,Estadio Yves-du-Manoir,HO1,Estadio Yves-du-Manoir - Campo 1,SCHEDULED,Programado,HOCWTEAM11--AUS01,AUS,Australia,,,,
Hockey sobre césped,"Femenino, grupo B",HOCWTEAM11------------GPB-000200--,HOC,W,,GPB-,HOCWTEAM11------------------------,Femenino,HOCWTEAM11------------GPB---------,"Femenino, grupo B",HOC-------------------------------,0,3,HTEAM,2024-07-28,2024-07-28T12:45:00+02:00,2024-07-28T14:15:00+02:00,YDM,Estadio Yves-du-Manoir,HO1,Estadio Yves-du-Manoir - Campo 1,SCHEDULED,Programado,HOCWTEAM11--RSA01,RSA,Sudáfrica,,,,
Voleibol,"Femenino, ronda preliminar, grupo B",VVOWTEAM6-------------GPB-000100--,VVO,W,,GPB-,VVOWTEAM6-------------------------,Femenino,VVOWTEAM6-------------GPB---------,"Femenino, ronda preliminar, grupo B",VVO-------------------------------,0,3,HTEAM,2024-07-28,2024-07-28T13:00:00+02:00,2024-07-28T15:15:00+02:00,SP1,Paris Sur Arena 1,SP1,South Paris Arena 1,SCHEDULED,Programado,VVOWTEAM6---POL01,POL,Polonia,,,,
